id,hadith,hukm,rawi,source,page,takhrij,categories
42,"- جاءَتْنا رُسُلُ كفَّارِ قُريشٍ يجعَلونَ في رسولِ اللهِ صلَّى اللهُ عليه وسلَّم وأبي بكرٍ دِيَةَ كلِّ واحدٍ منهما لِمَن قتَلهما أو أسَرهما قال : فبينما أنا جالسٌ في مجلِسٍ مِن مجالسِ قومي بني مُدلِجٍ أقبَل رجُلٌ منها حتَّى قام علينا فقال : يا سُراقةُ إنِّي رأَيْتُ آنفَا أَسوِدَةً بالسَّاحلِ لا أُراها إلَّا محمَّدًا وأصحابَه قال سُراقةُ : فعرَفْتُ أنَّهم هم فقُلْتُ : إنَّهم ليسوا بهم ولكنَّك رأَيْتَ فلانًا وفلانًا انطلَقوا بنا ثمَّ لبِثْتُ في المجلِسِ ساعةً ثمَّ قُمْتُ فدخَلْتُ بيتي فأمَرْتُ جاريتي أنْ تُخرِجَ لي فرَسي وهي مِن وراءِ أكَمَةٍ فتحبِسَها علَيَّ وأخَذْتُ رُمحي فخرَجْتُ به مِن ظَهرِ البيتِ فخطَطْتُ به الأرضَ فأخفَضْتُ عاليةَ الرُّمحِ حتَّى أتَيْتُ فرَسي فركِبْتُها ورفَعْتُها تُقرِّبُ بي حتَّى إذا رأَيْتُ أَسْوِدَتَهم فلمَّا دنَوْتُ مِن حيث يُسمِعُهم الصَّوتُ عثَر بي فرَسي فخرَرْتُ عنها فأهوَيْتُ بيدي إلى كِنانتي فاستخرَجْتُ الأزلامَ فاستقسَمْتُ بها فخرَج الَّذي أكرَهُ فعصَيْتُ الأزلامَ وركِبْتُ فرَسي ورفَعْتُها تُقرِّبُ بي حتَّى إذا سمِعْتُ قراءةَ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم وهو لا يلتفتُ وأبو بكرٍ يُكثِرُ الالتفاتَ ساخَتْ يدَا فرَسي في الأرضِ حتَّى بلَغَتا الرُّكبتَيْنِ فخرَرْتُ عنها فزجَرْتُها فنهَضْتُ ولم تكَدْ تُخرِجُ يدَيْها فلمَّا استوَتْ قائمةً إذا عُثَانٌ ساطِعٌ في السَّماءِ
قال مَعمَرٌ : قُلْتُ لأبي عمرِو بنِ العَلاءِ : ما العُثَانُ ؟ فسكَت ساعةً ثمَّ قال : هو الدُّخانُ مِن غيرِ نارٍ
قال مَعمَرٌ : قال الزُّهريُّ في حديثِه : فاستقسَمْتُ بالأزلامِ فخرَج الَّذي أكرَهُ ألَّا أضُرَّهم فنادَيْتُهما بالأمانِ فوقَفا فركِبْتُ فرَسي حتَّى جِئْتُهم ووقَع في نفسي حتَّى لقِيتُ مِن الحَبْسِ عنهم أنَّه سيظهَرُ أمرُ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم فقُلْتُ : إنَّ قومَك قد جعَلوا فيك الدِّيَةَ وأخبَرْتُهم مِن أخبارِ أسفارِهم وما يُريدُ النَّاسُ بهم وعرَضْتُ عليهم الزَّادَ والمتاعَ فلَمْ يرزَؤُوني شيئًا ولَمْ يسأَلوني إلَّا أنْ قالوا : أَخْفِ عنَّا فسأَلْتُه أنْ يكتُبَ لي كتابَ مُوادَعةٍ فأمَر به عامرَ بنَ فُهَيرةَ فكتَب لي في رُقعةٍ مِن أَدَمٍ بيضاءَ",أخرجه في صحيحه,سراقة بن مالك,صحيح ابن حبان,6280,أخرجه البخاري (3906) مطولا، وابن حبان (6280) كلاهما بلفظه، وأحمد (17591)، والطبراني (7/ 132) (6601)، والحاكم (4269) جميعا بنحوه.,صلح - كتابة الصلح|فضائل النبي وصفته ودلائل النبوة - عصمة الله له من الناس|فضائل النبي وصفته ودلائل النبوة - معجزات النبي|مناقب وفضائل - أبو بكر الصديق|جهاد - الهجرة من دار العدو إلى دار الإسلام
44,- أنَّ جاريةً مِن الأنصارِ تزوَّجتْ وأنَّها مرِضتْ فتمرَّط شَعرُها فأرادوا أنْ يصِلوها فسأَلوا رسولَ اللهِ صلَّى اللهُ عليه وسلَّم عن ذلك فلعَن الواصلةَ والمُستوصِلةَ,أخرجه في صحيحه,عائشة أم المؤمنين,صحيح ابن حبان,5516,أخرجه البخاري (5934)، ومسلم (2123) باختلاف يسير,آداب الكلام - اللعن|زينة الشعر - لعن الواصلة والموصولة|زينة الشعر - ما جاء في الشعر|زينة الشعر - إصلاح الشعر واللحى
45,- إنَّ جاريةً زوَّجوها فمرِضتْ فتمعَّط شَعرُها فأرادوا أنْ يصِلوا في شَعرِها فذكَروا ذلك لرسولِ اللهِ صلَّى اللهُ عليه وسلَّم فقال رسولُ اللهِ صلَّى اللهُ عليه وسلَّم: ( لعَن اللهُ الواصلةَ والمُستوصِلةَ والمواصِلةَ ),أخرجه في صحيحه,عائشة أم المؤمنين,صحيح ابن حبان,5514,أخرجه البخاري (5934)، ومسلم (2123) باختلاف يسير,آداب الكلام - اللعن|زينة الشعر - لعن الواصلة والموصولة|زينة الشعر - ما جاء في الشعر|زينة الشعر - إصلاح الشعر واللحى
46,- جاءتِ امرأةٌ إلى النَّبيِّ صلَّى اللَّهُ علَيهِ وسلَّمَ، فقالَت: إنَّ ابنَتي عُريِّسٌ، وقد أصابَتها الحَصبةُ فتمرَّقَ شَعرُها، فأَصلُ لَها فيهِ ؟ فقالَ رسولُ اللَّهِ صلَّى اللَّهُ علَيهِ وسلَّمَ: لَعنَ اللَّهُ الواصلةَ، والمستَوصِلةَ,صحيح,أسماء بنت أبي بكر,صحيح ابن ماجه,1630,,آداب الكلام - اللعن|زينة الشعر - لعن الواصلة والموصولة|زينة الشعر - ما جاء في الشعر
47,- أنَّ جارِيَةً مِنَ الأنْصارِ تَزَوَّجَتْ، وأنَّها مَرِضَتْ فَتَمَعَّطَ شَعَرُها، فأرادُوا أنْ يَصِلُوها، فَسَأَلُوا النبيَّ صَلَّى اللهُ عليه وسلَّمَ فقالَ: لَعَنَ اللَّهُ الواصِلَةَ والمُسْتَوْصِلَةَ,[صحيح],عائشة أم المؤمنين,صحيح البخاري,5934,أخرجه مسلم (2123) باختلاف يسير,آداب الكلام - اللعن|زينة الشعر - لعن الواصلة والموصولة|مناقب وفضائل - بعض من ذمهم النبي وذم أفعالهم
48,- أنَّ امْرَأَةً جاءَتْ إلى رَسولِ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ فقالَتْ: إنِّي أنْكَحْتُ ابْنَتِي، ثُمَّ أصابَها شَكْوَى، فَتَمَرَّقَ رَأْسُها، وزَوْجُها يَسْتَحِثُّنِي بها، أفَأَصِلُ رَأْسَها؟ فَسَبَّ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ: الواصِلَةَ والمُسْتَوْصِلَةَ,[صحيح],أسماء بنت أبي بكر,صحيح البخاري,5935,أخرجه مسلم (2122) باختلاف يسير,زينة الشعر - لعن الواصلة والموصولة|زينة اللباس - الزينة المحرمة وما نهي عن التزين به|مناقب وفضائل - بعض من ذمهم النبي وذم أفعالهم
49,-  مَن يُرِدِ اللهُ به خيرًا يُفَقِّهْهُ في الدِّينِ,صحيح,معاوية وابن عباس وأبو هريرة,صحيح الجامع,6611,,علم - الحث على طلب العلم|علم - الفقه في الدين|علم - فضل العلم|علم - فضل الفقه على العبادة|علم - فضل من تعلم وعلم غيره ونشر العلم
50,-  مَن يُِرِدِ اللهُ به خيرًا يُفَقِّهْهُ في الدِّينِ ، وإنما أنا قاسِمٌ ، والله يُعْطِي ، ولن تزالَ هذه الأمةُ قائمةً على أمرِ اللهِ ، لا يَضُرُّهم مَن خالفهم ، حتى يأتيَ أمرُ اللهِ عَزَّ وجَلَّ,صحيح,معاوية بن أبي سفيان,صحيح الجامع,6612,أخرجه البخاري (71) واللفظ له، ومسلم (1037),اعتصام بالسنة - لا تزال طائفة ظاهرين على الحق|علم - فضل العلم|فضائل النبي وصفته ودلائل النبوة - أسماء النبي
51,- لا تَزالُ طائِفَةٌ مِن أُمَّتي قائِمَةً بأَمْرِ اللهِ، لا يَضُرُّهُمْ مَن خَذَلَهُمْ، أوْ خالَفَهُمْ، حتَّى يَأْتِيَ أمْرُ اللهِ وهُمْ ظاهِرُونَ علَى النَّاسِ.,[صحيح],معاوية بن أبي سفيان,صحيح مسلم,1037,من أفراد مسلم على البخاري,إسلام - إظهار دين الإسلام على الأديان|أشراط الساعة - إخبار النبي ما سيكون إلى يوم القيامة|اعتصام بالسنة - لا تزال طائفة ظاهرين على الحق|فضائل النبي وصفته ودلائل النبوة - إخبار النبي عن المغيبات|مناقب وفضائل - أمة نبينا محمد صلى الله عليه وسلم
52,- مَن يُرِدِ اللَّهُ به خَيْرًا يُفَقِّهْهُ في الدِّينِ، وإنَّما أنا قاسِمٌ ويُعْطِي اللَّهُ.,[صحيح],معاوية بن أبي سفيان,صحيح مسلم,1037,أخرجه البخاري (71) مطولاً، ومسلم (1037).,علم - الحث على طلب العلم|علم - الفقه في الدين|علم - فضل العلم|فضائل النبي وصفته ودلائل النبوة - أسماء النبي|فضائل النبي وصفته ودلائل النبوة - ما اختص به النبي على الأنبياء عليهم الصلاة والسلام
53,- إنَّ منَ الشَّجَرِ شَجَرةً لا يسقُطُ ورقُها وَهيَ مثلُ المؤمنِ حدِّثوني ما هيَ قالَ عبدُ اللَّهِ : فوقعَ النَّاسُ في شجَرِ البوادي ووقعَ في نفسي أنَّها النَّخلةُ فقالَ النَّبيُّ صلَّى اللَّهُ علَيهِ وسلَّمَ : هيَ النَّخلةُ فاستحييتُ يَعني أن أقولَ قالَ عبدُ اللَّهِ : فحدَّثتُ عمرَ بالَّذي وقعَ في نَفسي فقالَ : لأن تَكونَ قُلتَها أحبَّ إليَّ من أن يَكونَ لي كذا وَكَذا,صحيح,عبدالله بن عمر,صحيح الترمذي,2867,أخرجه الترمذي (2867) واللفظ له، وأخرجه البخاري (61)، ومسلم (2811) باختلاف يسير,رقائق وزهد - مثل المؤمن|علم - الحياء في العلم|مناقب وفضائل - فضائل الأشجار|آداب عامة - ضرب الأمثال|مزارعة - فضل النخيل
54,"- إنَّ مِنَ الشَّجَرِ شَجَرَةً لا يَسْقُطُ ورَقُها، وإنَّها مَثَلُ المُسْلِمِ، فَحَدِّثُونِي ما هي؟ فَوَقَعَ النَّاسُ في شَجَرِ البَوادِي.
قالَ عبدُ اللهِ: ووَقَعَ في نَفْسِي أنَّها النَّخْلَةُ، فاسْتَحْيَيْتُ، ثُمَّ قالوا: حَدِّثْنا ما هي؟ يا رَسولَ اللهِ، قالَ فقالَ: هي النَّخْلَةُ.
قالَ: فَذَكَرْتُ ذلكَ لِعُمَرَ، قالَ: لأَنْ تَكُونَ قُلْتَ: هي النَّخْلَةُ، أحَبُّ إلَيَّ مِن كَذا وكَذا.",[صحيح],عبدالله بن عمر,صحيح مسلم,2811,أخرجه البخاري (61) باختلاف يسير,رقائق وزهد - مثل المؤمن|علم - الحياء في العلم|مناقب وفضائل - فضائل الأشجار|آداب عامة - ضرب الأمثال|مزارعة - فضل النخيل
55,"- قالَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: يَوْمًا لأَصْحَابِهِ: أَخْبِرُونِي عن شَجَرَةٍ، مَثَلُهَا مَثَلُ المُؤْمِنِ فَجَعَلَ القَوْمُ يَذْكُرُونَ شَجَرًا مِن شَجَرِ البَوَادِي.
قالَ ابنُ عُمَرَ: وَأُلْقِيَ في نَفْسِي، أَوْ رُوعِيَ، أنَّهَا النَّخْلَةُ، فَجَعَلْتُ أُرِيدُ أَنْ أَقُولَهَا، فَإِذَا أَسْنَانُ القَوْمِ، فأهَابُ أَنْ أَتَكَلَّمَ، فَلَمَّا سَكَتُوا، قالَ رَسولُ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ: هي النَّخْلَةُ.وفي رواية : صَحِبْتُ ابْنَ عُمَرَ إلى المَدِينَةِ، فَما سَمِعْتُهُ يُحَدِّثُ عن رَسولِ اللهِ صَلَّى اللَّهُ عليه وسلَّمَ إلَّا حَدِيثًا وَاحِدًا، قالَ: كُنَّا عِنْدَ النبيِّ صَلَّى اللَّهُ عليه وسلَّمَ، فَأُتِيَ بجُمَّارٍ.",[صحيح],عبدالله بن عمر,صحيح مسلم,2811,أخرجه البخاري (72) باختلاف يسير,أطعمة - أكل الجمار|رقائق وزهد - مثل المؤمن|آداب عامة - ضرب الأمثال|بر وصلة - توقير الكبير ورحمة الصغير|مناقب وفضائل - عبد الله بن عمر
56,- إنَّ مِنَ الشَّجَرِ شَجَرَةً لا يَسْقُطُ ورَقُهَا، وإنَّهَا مَثَلُ المُسْلِمِ، حَدِّثُونِي ما هي قالَ: فَوَقَعَ النَّاسُ في شَجَرِ البَوَادِي قالَ عبدُ اللَّهِ: فَوَقَعَ في نَفْسِي أنَّهَا النَّخْلَةُ، فَاسْتَحْيَيْتُ، ثُمَّ قالوا: حَدِّثْنَا ما هي يا رَسولَ اللَّهِ، قالَ: هي النَّخْلَةُ.,[صحيح],عبدالله بن عمر,صحيح البخاري,62,أخرجه مسلم (2811) باختلاف يسير,رقائق وزهد - مثل المؤمن|علم - الحياء في العلم|مناقب وفضائل - فضائل الأشجار|آداب عامة - ضرب الأمثال|مزارعة - فضل النخيل
57,- ( إنَّ مِن الشَّجرِ شجرةً لا يسقُطُ ورقُها وإنَّها مِثلُ المسلمِ فحدِّثوني ما هي ؟ ) فوقَع النَّاسُ في شجرِ البوادي قال عبدُ اللهِ: وقَع في نفسي أنَّها النَّخلةُ فاستحيَيْتُ ثمَّ قالوا: حدِّثْنا ما هي يا رسولَ اللهِ ؟ قال: ( هي النَّخلةُ ) فذكَرْتُ ذلك لعمرَ فقال: لَأنْ تكونَ قُلْتَ هي النَّخلةُ أحبُّ إليَّ مِن كذا وكذا,أخرجه في صحيحه,عبدالله بن عمر,صحيح ابن حبان,246,أخرجه البخاري (61)، ومسلم (2811) باختلاف يسير,رقائق وزهد - مثل المؤمن|مناقب وفضائل - فضائل أصحاب النبي صلى الله عليه وسلم|آداب عامة - ضرب الأمثال|بر وصلة - الحياء|مناقب وفضائل - عبد الله بن عمر
58,- إنَّ مِنَ الشَّجَرِ شَجَرَةً لا يَسْقُطُ ورَقُها، وإنَّها مَثَلُ المُسْلِمِ، فَحَدِّثُونِي ما هي فَوَقَعَ النَّاسُ في شَجَرِ البَوادِي قالَ عبدُ اللَّهِ: ووَقَعَ في نَفْسِي أنَّها النَّخْلَةُ، فاسْتَحْيَيْتُ، ثُمَّ قالوا: حَدِّثْنا ما هي يا رَسولَ اللَّهِ قالَ: هي النَّخْلَةُ.,[صحيح],عبدالله بن عمر,صحيح البخاري,61,أخرجه مسلم (2811) بزيادة في آخره,رقائق وزهد - مثل المؤمن|علم - الحياء في العلم|مناقب وفضائل - فضائل الأشجار|آداب عامة - ضرب الأمثال|مزارعة - فضل النخيل
